% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=1234, Wed Sep  7 17:30:43 2022, <python>{}</python>
1 10 0.7558188200661986 1.0000450010125153 -24457.70982523165 -2.4457709825231650e+04 -24211.0 -24200.0   
2 20 0.7181752711554362 1.1666702541758978 -24457.70982523165 -2.4449395886534781e+04 -24200.0 -24200.0   
3 30 0.7178684928777654 1.2612021344225381 -24466.830027674005 -2.4466830027674005e+04 -24200.0 -24200.0   
4 40 0.748553499930332 1.3283078713192162 -24466.830027674005 -2.4292000000000000e+04 -24201.088788115747 -24200.0   
5 50 0.7321048749721514 1.4386163988343368 -24466.830027674005 -2.4278471065622783e+04 -24200.0 -24200.0   
6 60 0.753345928164702 1.4705810714893535 -24466.830027674005 -2.4388000000000000e+04 -24200.0 -24200.0   
7 70 0.7694483289998543 1.450151442784664 -24466.830027674005 -2.4464000000000000e+04 -24200.0 -24200.0   
8 80 0.7875423671933265 1.4416525991570301 -24466.830027674005 -2.4419000000000000e+04 -24200.0 -24200.0   
9 90 0.754029668707655 1.499046743155688 -24466.830027674005 -2.4354000000000000e+04 -24200.0 -24200.0   
10 100 0.7178756918421025 1.5318317533259236 -24466.830027674005 -2.4337000000000000e+04 -24200.0 -24200.0   
11 110 0.7074867126970421 1.536610881024629 -24466.830027674005 -2.4204742777992044e+04 -24200.0 -24200.0   
12 120 0.6811497418283498 1.5173601271233292 -24466.830027674005 -2.4344165523041003e+04 -24200.12672295625 -24200.0   
13 130 0.7064955155581798 1.5404091309958936 -24466.830027674005 -2.4332000000000000e+04 -24200.0 -24200.0   
14 140 0.6969001032880933 1.6027315923487782 -24466.830027674005 -2.4346158582614302e+04 -24200.0 -24200.0   
15 150 0.702761878227679 1.6534911599550075 -24466.830027674005 -2.4361122182241244e+04 -24266.425912061506 -24200.0   
16 160 0.656849222365769 1.6820704465406024 -24466.830027674005 -2.4457667176236151e+04 -24216.317978554987 -24200.0   
17 170 0.6505276996948878 1.6141328572839966 -24466.830027674005 -2.4241923327234737e+04 -24200.0 -24200.0   
18 180 0.6631113365579245 1.663024007820311 -24466.830027674005 -2.4345811614274262e+04 -24200.0 -24200.0   
