region,zone,woreda,school_name,admin_code,geometry,lat,lon
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Tekort,S0306020712,POINT (37.9873 11.0999),11.0999,37.9873
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Boda Kidanemihiret,S0306021792,POINT (37.69205 11.05947),11.05947,37.69205
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Meklit,S0306020332,POINT (37.79732 11.077843),11.077843,37.79732
Amhara,Misrak  Gojjam,Sedie,Grarema,S0306020292,POINT (37.9104 10.7492),10.7492,37.9104
Amhara,Misrak  Gojjam,Sedie,Jema,S0306025422,POINT (37.8078 10.88),10.88,37.8078
Amhara,Misrak  Gojjam,Sedie,Tif,S0306020352,POINT (37.9198 10.9023),10.9023,37.9198
Amhara,Misrak  Gojjam,Sedie,Semaylas,S0306021812,POINT (37.9055 10.7871),10.7871,37.9055
Amhara,Misrak  Gojjam,Sedie,Tadesso,S0306020802,POINT (37.904 10.8312),10.8312,37.904
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Meshegie,S0306020012,POINT (38.0231 11.1319),11.1319,38.0231
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Goder Meda,S0306020362,POINT (37.6736 11.0856),11.0856,37.6736
Amhara,Misrak  Gojjam,Sedie,Shema maram,S0306024862,POINT (37.869 10.7597),10.7597,37.869
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Wub_Kincharit,S0306020152,POINT (37.8238 11.1039),11.1039,37.8238
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Kosoye,S0306021802,POINT (37.9874 11.1),11.1,37.9874
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Tikil Dingay,S0306020122,POINT (37.8184 10.9381),10.9381,37.8184
Amhara,Misrak  Gojjam,Sedie,Gibtsawit,S0306021752,POINT (37.8328 10.8693),10.8693,37.8328
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Shemat,S0306021892,POINT (37.8702 11.1306),11.1306,37.8702
Amhara,Misrak  Gojjam,Sedie,Beti,S0306020762,POINT (37.8953 10.7935),10.7935,37.8953
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Ayale Gewrogis,S0306025452,POINT (37.977 11.0129),11.0129,37.977
Amhara,Misrak  Gojjam,Sedie,Shemie Kabtiya,S0306020112,POINT (37.8434 10.8128),10.8128,37.8434
Amhara,Misrak  Gojjam,Sedie,Gulet,S0306020222,POINT (37.9367 10.8031),10.8031,37.9367
Amhara,Misrak  Gojjam,Sedie,Debre Tsehay,S0306020252,POINT (37.8626 10.8477),10.8477,37.8626
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Arbaytu Ensisa,S0306021712,POINT (37.8022 10.9657),10.9657,37.8022
Amhara,Misrak  Gojjam,Sedie,Adeg,S0306021772,POINT (37.8491 10.9138),10.9138,37.8491
Amhara,Misrak  Gojjam,Sedie,Addis Alem,S0306020182,POINT (37.9245 10.9312),10.9312,37.9245
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Gengerita,S0306020272,POINT (37.845 10.7528),10.7528,37.845
Amhara,Misrak  Gojjam,Sedie,Shemie Hawaria,S0306020452,POINT (37.8708 10.8168),10.8168,37.8708
Amhara,Misrak  Gojjam,Sedie,Sedie,S0306190012,POINT (37.8916 10.9262),10.9262,37.8916
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Kirb Abay,S0306021822,POINT (37.946026 11.178318),11.178318,37.946026
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Meka Kidanemhiret,S0306021702,POINT (37.9386 11.129165),11.129165,37.9386
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,muger,S0306021912,POINT (37.838673 11.043818),11.043818,37.838673
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Konter,S0306020372,POINT (37.743237 11.109861),11.109861,37.743237
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Abilem,S0306020472,POINT (37.76774 11.141559),11.141559,37.76774
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Ansheraba,S0306020412,POINT (37.776493 11.082149),11.082149,37.776493
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Gedamawit,S0306020082,POINT (37.820923 11.022202),11.022202,37.820923
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Ayne berhane,S0306024872,POINT (37.854713 11.06565),11.06565,37.854713
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Afaf Georgies,S0306020162,POINT (37.976486 11.012223),11.012223,37.976486
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Alekt,S0306021722,POINT (37.95788 11.037483),11.037483,37.95788
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Ayitefa Zer,S0306020322,POINT (37.976334 11.057219),11.057219,37.976334
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Gedam Abo,S0306020312,POINT (37.949215 11.070012),11.070012,37.949215
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Debir mikaeal,S0306021902,POINT (37.917484 11.115602),11.115602,37.917484
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Adash,S0306020022,POINT (37.995415 11.069867),11.069867,37.995415
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Agam Wuha,S0306020042,POINT (37.83214 11.193983),11.193983,37.83214
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Wagnita,S0306020812,POINT (37.784336 11.104219),11.104219,37.784336
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Yemerat,S0306021842,POINT (37.88816 11.198816),11.198816,37.88816
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Guatran,S0306020302,POINT (37.8946 11.18103),11.18103,37.8946
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Enema,S0306020382,POINT (37.859493 11.215583),11.215583,37.859493
Amhara,Misrak  Gojjam,Bibugn,Alemayehu Bezabeh,S0306010072,POINT (37.7857 10.906361),10.906361,37.7857
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Buha_Geltim,S0306020202,POINT (37.97462 10.911203),10.911203,37.97462
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Aiddes ameba,S0306025412,POINT (37.96094 10.890012),10.890012,37.96094
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Keraniyo,S0306020062,POINT (37.97211 10.971342),10.971342,37.97211
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,laye maryam,S0306020772,POINT (37.93884 11.004795),11.004795,37.93884
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Chebena Tsewa,S0306020172,POINT (37.921154 10.983744),10.983744,37.921154
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Tego,S0306025442,POINT (37.9047 10.991177),10.991177,37.9047
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Ababalo,S0306024832,POINT (37.90006 11.026301),11.026301,37.90006
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Abinet,S0306021852,POINT (38.010277 10.939718),10.939718,38.010277
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Enatema,S0306025402,POINT (37.853813 10.987545),10.987545,37.853813
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Wonber,S0306021782,POINT (37.860554 10.96654),10.96654,37.860554
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Chack,S0306020442,POINT (37.878006 10.999237),10.999237,37.878006
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Dimet Gedel,S0306021882,POINT (37.900566 11.060779),11.060779,37.900566
Amhara,Misrak  Gojjam,Hulet_Ej_Ene,Gafat,S0306025372,POINT (37.882446 11.045767),11.045767,37.882446
Amhara,Misrak  Gojjam,Sedie,Kerenewarie,S0306025393,POINT (37.8081 10.8904),10.8904,37.8081
Amhara,Misrak  Gojjam,Sedie,Sedie,S0306020393,POINT (37.8842 10.9284),10.9284,37.8842
Amhara,Debub Gonder,Ebinat,Kahinate Semay,S0302010142,POINT (38.1583 12.265),12.265,38.1583
Amhara,Debub Gonder,Ebinat,Avena,S0302011032,POINT (38.227093 12.280152),12.280152,38.227093
Amhara,Debub Gonder,Ebinat,teneso,S0302013312,POINT (38.180244 12.241069),12.241069,38.180244
Amhara,Debub Gonder,Ebinat,Fesayo,S0302013202,POINT (38.0524 12.325589),12.325589,38.0524
Amhara,Debub Gonder,Ebinat,Kualisa,S0302011022,POINT (38.2716 12.305682),12.305682,38.2716
Amhara,Debub Gonder,Ebinat,guna guna giworgis,S0302013232,POINT (38.10722 12.057581),12.057581,38.10722
Amhara,Debub Gonder,Ebinat,Nequara,S0302010182,POINT (38.2448 12.2012),12.2012,38.2448
Amhara,Debub Gonder,Ebinat,Marit Wonthe,S0302013212,POINT (38.1144 11.9801),11.9801,38.1144
Amhara,Debub Gonder,Ebinat,Kualiho,S0302010912,POINT (38.219643 12.216407),12.216407,38.219643
Amhara,Debub Gonder,Ebinat,Walka Meder,S0302010372,POINT (38.1849 12.167),12.167,38.1849
Amhara,Debub Gonder,Ebinat,chebergie,S0302011002,POINT (38.2839 12.2304),12.2304,38.2839
Amhara,Debub Gonder,Ebinat,Embachiko,S0302010492,POINT (38.1478 12.0407),12.0407,38.1478
Amhara,Debub Gonder,Ebinat,berikoch,S0302011142,POINT (38.309116 12.34733),12.34733,38.309116
Amhara,Debub Gonder,Ebinat,Laskab,S0302010352,POINT (38.1306 12.1107),12.1107,38.1306
Amhara,Debub Gonder,Ebinat,kazenie,S0302013302,POINT (38.2728 12.307),12.307,38.2728
Amhara,Debub Gonder,Ebinat,Abun mekars,S0302013252,POINT (38.019 12.0996),12.0996,38.019
Amhara,Debub Gonder,Ebinat,shema dro,S0302011242,POINT (38.050087 12.137897),12.137897,38.050087
Amhara,Debub Gonder,Ebinat,Wagie,S0302010762,POINT (38.050747 12.121815),12.121815,38.050747
Amhara,Debub Gonder,Ebinat,Ababikela,S0302010012,POINT (38.04314 12.290933),12.290933,38.04314
Amhara,Debub Gonder,Ebinat,WofeToma,S0302010222,POINT (38.027657 12.256544),12.256544,38.027657
Amhara,Debub Gonder,Ebinat,Senedado Mesk,S0302010732,POINT (38.026604 12.256278),12.256278,38.026604
Amhara,Debub Gonder,Ebinat,Mezard,S0302011042,POINT (38.030006 12.1663885),12.1663885,38.030006
Amhara,Debub Gonder,Ebinat,Wenberoch,S0302011152,POINT (38.052414 12.325448),12.325448,38.052414
Amhara,Debub Gonder,Ebinat,Kualisa Fetera,S0302010922,POINT (38.050415 12.123939),12.123939,38.050415
Amhara,Debub Gonder,Ebinat,Meskel Amba,S0302010332,POINT (38.05174 12.124318),12.124318,38.05174
Amhara,Debub Gonder,Ebinat,Adigi,S0302010862,POINT (38.035297 12.155857),12.155857,38.035297
Amhara,Debub Gonder,Ebinat,Magi,S0302010312,POINT (37.99352 12.072416),12.072416,37.99352
Amhara,Debub Gonder,Ebinat,Mintoch,S0302010172,POINT (38.048298 12.125791),12.125791,38.048298
Amhara,Debub Gonder,Ebinat,Alemeshiwa,S0302011132,POINT (38.04059 12.145326),12.145326,38.04059
Amhara,Debub Gonder,Ebinat,WalaSahir,S0302010872,POINT (38.049095 12.122376),12.122376,38.049095
Amhara,Debub Gonder,Ebinat,Shileg,S0302011122,POINT (38.05108 12.121467),12.121467,38.05108
Amhara,Debub Gonder,Ebinat,Serawudi,S0302010242,POINT (37.99749 12.071781),12.071781,37.99749
Amhara,Debub Gonder,Ebinat,Gela matebiya,S0302010772,POINT (38.04843 12.125737),12.125737,38.04843
Amhara,Debub Gonder,Ebinat,Akha,S0302010042,POINT (38.08513 12.188166),12.188166,38.08513
Amhara,Debub Gonder,Ebinat,Aykeloch,S0302010722,POINT (38.14558 12.214169),12.214169,38.14558
Amhara,Debub Gonder,Ebinat,Hibiret,S0302010502,POINT (38.04843 12.126033),12.126033,38.04843
Amhara,Debub Gonder,Ebinat,Ambo ber,S0302013222,POINT (38.045788 12.116696),12.116696,38.045788
Amhara,Debub Gonder,Ebinat,Ebenat,S0302010712,POINT (38.050747 12.124182),12.124182,38.050747
Amhara,Debub Gonder,Ebinat,Debir abajale,S0302010232,POINT (38.04841 12.12589),12.12589,38.04841
Amhara,Debub Gonder,Ebinat,Mebela,S0302010382,POINT (38.054054 12.117438),12.117438,38.054054
Amhara,Debub Gonder,Ebinat,Chechiho,S0302010072,POINT (38.046448 12.133747),12.133747,38.046448
Amhara,Debub Gonder,Ebinat,Damote,S0302013192,POINT (38.050087 12.138192),12.138192,38.050087
Amhara,Debub Gonder,Ebinat,Jemman,S0302010132,POINT (38.12907 12.107739),12.107739,38.12907
Amhara,Debub Gonder,Ebinat,Akayina,S0302010032,POINT (38.04843 12.160946),12.160946,38.04843
Amhara,Debub Gonder,Ebinat,Feres mesek,S0302010282,POINT (38.0311 12.0324),12.0324,38.0311
Amhara,Debub Gonder,Ebinat,shakorko,S0302011112,POINT (38.0366 12.0843),12.0843,38.0366
Amhara,Debub Gonder,Ebinat,Worgaja,S0302011192,POINT (38.044132 12.290475),12.290475,38.044132
Amhara,Debub Gonder,Ebinat,HODGEBIYA,S0302011212,POINT (38.034874 12.271531),12.271531,38.034874
Amhara,Debub Gonder,Ebinat,Bahir Segeda,S0302010062,POINT (38.02698 12.0583935),12.0583935,38.02698
Amhara,Debub Gonder,Ebinat,Shumigie,S0302010892,POINT (38.16341 12.104278),12.104278,38.16341
Amhara,Debub Gonder,Ebinat,Serakirna,S0302010212,POINT (38.048763 12.126275),12.126275,38.048763
Amhara,Debub Gonder,Ebinat,Dega Melza,S0302010082,POINT (38.050415 12.124235),12.124235,38.050415
Amhara,Debub Gonder,Ebinat,Zendo Bahir,S0302011202,POINT (37.996532 12.067779),12.067779,37.996532
Amhara,Debub Gonder,Ebinat,Rufayel,S0302010252,POINT (38.04678 12.133398),12.133398,38.04678
Amhara,Debub Gonder,Ebinat,Kebteya,S0302010362,POINT (38.050747 12.125069),12.125069,38.050747
Amhara,Debub Gonder,Meketewa,Abaerta,S0302013182,POINT (38.225 12.0804),12.0804,38.225
Amhara,Debub Gonder,Ebinat,Worku Jember mtasebiya,S0302011083,POINT (38.1439 12.2218),12.2218,38.1439
Amhara,Debub Gonder,Ebinat,Zeha,S0302013343,POINT (37.9834 12.0731),12.0731,37.9834
Amhara,Debub Gonder,Ebinat,Balarebe,S0302013333,POINT (38.27056500000001 12.306788),12.306788,38.270565
Amhara,Debub Gonder,Ebinat,Selamaya sanko,S0302011053,POINT (38.158714 12.114004),12.114004,38.158714
Amhara,Debub Wollo,Dessie Zuria,Kedejo 029,S0304090012,POINT (39.5136 11.1348),11.1348,39.5136
Amhara,Debub Wollo,Dessie Zuria,Ababale,S0304090772,POINT (39.4875 11.1187),11.1187,39.4875
Amhara,Debub Wollo,Dessie Zuria,Satiero,S0304090922,POINT (39.55933 11.082932),11.082932,39.55933
Amhara,Debub Wollo,Dessie Zuria,Ayata,S0304090212,POINT (39.504307 11.109368),11.109368,39.504307
Amhara,Debub Wollo,Dessie Zuria,Gilbetie,S0304090222,POINT (39.515636 11.048156),11.048156,39.515636
Amhara,Debub Wollo,Dessie Zuria,Ambuasa,S0304090242,POINT (39.514412 11.104013),11.104013,39.514412
Amhara,Debub Wollo,Dessie Zuria,Asgedo,S0304091702,POINT (39.512043 11.075223),11.075223,39.512043
Amhara,Debub Wollo,Dessie Zuria,Geragne Meda,S0304090792,POINT (39.551254 11.023315),11.023315,39.551254
Amhara,Debub Wollo,Dessie Zuria,Dagamote,S0304091732,POINT (39.54277 11.051213),11.051213,39.54277
Amhara,Debub Wollo,Dessie Zuria,Senta,S0304090512,POINT (39.5456 11.0672),11.0672,39.5456
Amhara,Debub Wollo,Dessie Zuria,Getara,S0304090232,POINT (39.3423 11.108),11.108,39.3423
Amhara,Debub Wollo,Dessie Zuria,chofia,S0304093912,POINT (39.4631 11.0638),11.0638,39.4631
Amhara,Debub Wollo,Dessie Zuria,Eilu,S0304090042,POINT (39.7866 11.1307),11.1307,39.7866
Amhara,Debub Wollo,Dessie Zuria,Sole,S0304090542,POINT (39.7637 11.1126),11.1126,39.7637
Amhara,Debub Wollo,Dessie Zuria,Abaso,S0304090252,POINT (39.5484 11.1057),11.1057,39.5484
Amhara,Debub Wollo,Dessie Zuria,Motie,S0304090052,POINT (39.47959 11.061381),11.061381,39.47959
Amhara,Debub Wollo,Dessie Zuria,Begidei,S0304090202,POINT (39.476116 11.066691),11.066691,39.476116
Amhara,Debub Wollo,Dessie Zuria,Nefas silk,S0304090262,POINT (39.4055 10.923935),10.923935,39.4055
Amhara,Debub Wollo,Dessie Zuria,Tebasit,S0304090102,POINT (39.540863 10.959116),10.959116,39.540863
Amhara,Debub Wollo,Dessie Zuria,Adey,S0304090152,POINT (39.448784 10.915731),10.915731,39.448784
Amhara,Debub Wollo,Dessie Zuria,Babo ager,S0304091742,POINT (39.733585 11.028193),11.028193,39.733585
Amhara,Debub Wollo,Dessie Zuria,Nibara Ager,S0304090072,POINT (39.72276 11.021343),11.021343,39.72276
Amhara,Debub Wollo,Dessie Zuria,Yereri Mesno,S0304090552,POINT (39.541885 11.064393),11.064393,39.541885
Amhara,Debub Wollo,Dessie Zuria,Kuru,S0304090492,POINT (39.651775 11.001791),11.001791,39.651775
Amhara,Debub Wollo,Dessie Zuria,HareWabilo,S0304091712,POINT (39.642555 11.036831),11.036831,39.642555
Amhara,Debub Wollo,Dessie Zuria,Meyan,S0304090502,POINT (39.476574 11.071954),11.071954,39.476574
Amhara,Debub Wollo,Dessie Zuria,Cherecha,S0304090112,POINT (39.404552 10.919056),10.919056,39.404552
Amhara,Debub Wollo,Dessie Zuria,Dajole,S0304090062,POINT (39.52846 10.922624),10.922624,39.52846
Amhara,Debub Wollo,Dessie Zuria,Mhale Genda,S0304093922,POINT (39.472046 11.070931),11.070931,39.472046
Amhara,Debub Wollo,Dessie Zuria,Sefeyat,S0304090122,POINT (39.416874 10.915811),10.915811,39.416874
Amhara,Debub Wollo,Dessie Zuria,Atari Messke,S0304091722,POINT (39.66884 11.020746),11.020746,39.66884
Amhara,Debub Wollo,Dessie Zuria,Demeraw,S0304090272,POINT (39.556747 10.973114),10.973114,39.556747
Amhara,Dessie City Administration,Dessie Ketema,Heto,S0313011872,POINT (39.55487 11.090247),11.090247,39.55487
Amhara,Debub Wollo,Dessie Zuria,Enesana,S0304090522,POINT (39.528 11.131603),11.131603,39.528
Amhara,Debub Wollo,Dessie Zuria,Jejega,S0304091002,POINT (39.54165 11.032327),11.032327,39.54165
Amhara,Debub Wollo,Dessie Zuria,Gelesha,S0304090022,POINT (39.5494 10.9943),10.9943,39.5494
Amhara,Debub Wollo,Dessie Zuria,Maru Ager,S0304090532,POINT (39.4423 10.9557),10.9557,39.4423
Amhara,Debub Wollo,Dessie Zuria,Gemetit,S0304091012,POINT (39.3712 11.0468),11.0468,39.3712
Amhara,Debub Wollo,Dessie Zuria,Dabosh Ager,S0304091022,POINT (39.6414 11.0102),11.0102,39.6414
Amhara,Debub Wollo,Dessie Zuria,Asgori,S0304090982,POINT (39.3863 10.9877),10.9877,39.3863
Amhara,Debub Wollo,Dessie Zuria,Eweket Fana,S0304093902,POINT (39.4221 10.8917),10.8917,39.4221
Amhara,Debub Wollo,Dessie Zuria,Guguftu,S0304090972,POINT (39.5018 10.9124),10.9124,39.5018
Amhara,Debub Wollo,Dessie Zuria,Mechela,S0304090132,POINT (39.5825 11.0349),11.0349,39.5825
Amhara,Debub Wollo,Dessie Zuria,Antene shoye,S0304090172,POINT (39.5843 10.9857),10.9857,39.5843
Amhara,Debub Wollo,Dessie Zuria,Harogie,S0304090192,POINT (39.3892 11.0943),11.0943,39.3892
Amhara,Debub Wollo,Dessie Zuria,Berara Jerjero,S0304090822,POINT (39.34784000000001 11.164482),11.164482,39.34784
Amhara,Debub Wollo,Dessie Zuria,Berara,S0304090182,POINT (39.344734 11.196548),11.196548,39.344734
Amhara,Debub Wollo,Dessie Zuria,Koso,S0304090782,POINT (39.359993 11.13888),11.13888,39.359993
Amhara,Debub Wollo,Dessie Zuria,Key Gedel,S0304090142,POINT (39.43946500000001 11.042896),11.042896,39.439465
Amhara,Debub Wollo,Dessie Zuria,Worebich,S0304090482,POINT (39.345844 11.110646),11.110646,39.345844
Amhara,Debub Wollo,Dessie Zuria,Tikesa,S0304090562,POINT (39.34544 11.187821),11.187821,39.34544
Amhara,Debub Wollo,Dessie Zuria,Weyana,S0304090082,POINT (39.329388 11.0885935),11.0885935,39.329388
Amhara,Debub Wollo,Dessie Zuria,Genfot,S0304090092,POINT (39.34795 11.1798935),11.1798935,39.34795
Amhara,Debub Wollo,Dessie Zuria,Ayalew Tesema,S0304091693,POINT (39.55901 11.083844),11.083844,39.55901
Amhara,Debub Wollo,Dessie Zuria,Geleshe,S0304093953,POINT (39.54570800000001 11.036919),11.036919,39.545708
Amhara,Debub Wollo,Dessie Zuria,Hidasie Gen.,S0304090933,POINT (39.41747 10.977632),10.977632,39.41747
Amhara,Debub Wollo,Mehal sayint,Yewesa,S0304170392,POINT (38.6221 10.9901),10.9901,38.6221
Amhara,Debub Wollo,Mehal sayint,Goal,S0304170262,POINT (38.695732 10.926664),10.926664,38.695732
Amhara,Debub Wollo,Mehal sayint,menbere tsehay,S0304171292,POINT (38.694588 10.927177),10.927177,38.694588
Amhara,Debub Wollo,Mehal sayint,Agoshi Bado,S0304170432,POINT (38.67936 10.938248),10.938248,38.67936
Amhara,Debub Wollo,Mehal sayint,Ahiyo,S0304170242,POINT (38.68001 10.925412),10.925412,38.68001
Amhara,Debub Wollo,Mehal sayint,Magore,S0304170602,POINT (38.68311 10.973462),10.973462,38.68311
Amhara,Debub Wollo,Mehal sayint,Wezo,S0304170662,POINT (38.6238 10.9528),10.9528,38.6238
Amhara,Debub Wollo,Mehal sayint,Yeguay,S0304170142,POINT (38.7574 10.9298),10.9298,38.7574
Amhara,Debub Wollo,Mehal sayint,Densa,S0304170012,POINT (38.697697 10.9262495),10.9262495,38.697697
Amhara,Debub Wollo,Mehal sayint,Addis Amba,S0304170082,POINT (38.669857 10.92403),10.92403,38.669857
Amhara,Debub Wollo,Mehal sayint,Awushashi,S0304170512,POINT (38.660595 10.918873),10.918873,38.660595
Amhara,Debub Wollo,Mehal sayint,Wachu,S0304170282,POINT (38.702797 10.945017),10.945017,38.702797
Amhara,Debub Wollo,Mehal sayint,Derew,S0304170102,POINT (38.678783 10.925268),10.925268,38.678783
Amhara,Debub Wollo,Mehal sayint,Amdese,S0304171932,POINT (38.696114 10.926494),10.926494,38.696114
Amhara,Debub Wollo,Mehal sayint,enebu woha,S0304170652,POINT (38.58692 10.928255),10.928255,38.58692
Amhara,Debub Wollo,Mehal sayint,Geshena,S0304170152,POINT (38.66617 10.921663),10.921663,38.66617
Amhara,Debub Wollo,Mehal sayint,Zeka,S0304170672,POINT (38.6436 10.8922),10.8922,38.6436
Amhara,Debub Wollo,Mehal sayint,Amanuael,S0304170542,POINT (38.583 11.0234),11.0234,38.583
Amhara,Debub Wollo,Mehal sayint,GodaBar,S0304170442,POINT (38.6615 10.9517),10.9517,38.6615
Amhara,Debub Wollo,Mehal sayint,Bata,S0304170612,POINT (38.6913 10.959),10.959,38.6913
Amhara,Debub Wollo,Mehal sayint,Arogie Amba,S0304170402,POINT (38.6217 10.9136),10.9136,38.6217
Amhara,Debub Wollo,Mehal sayint,Ateronus Mariam,S0304170112,POINT (38.6468 11.0206),11.0206,38.6468
Amhara,Debub Wollo,Mehal sayint,Yeshotle,S0304170502,POINT (38.5701 10.9535),10.9535,38.5701
Amhara,Debub Wollo,Mehal sayint,Bachata,S0304170052,POINT (38.5621 10.9009),10.9009,38.5621
Amhara,Debub Wollo,Mehal sayint,Aba Rufael,S0304170382,POINT (38.743 11.0032),11.0032,38.743
Amhara,Debub Wollo,Mehal sayint,Abargie,S0304170472,POINT (38.6309 11.0089),11.0089,38.6309
Amhara,Debub Wollo,Mehal sayint,Dada,S0304170482,POINT (38.6556 10.9766),10.9766,38.6556
Amhara,Debub Wollo,Mehal sayint,Asef Zemer,S0304170092,POINT (38.5687 10.8719),10.8719,38.5687
Amhara,Debub Wollo,Mehal sayint,Mehal Saynte,S0304170132,POINT (38.7362 10.973),10.973,38.7362
Amhara,Debub Wollo,Mehal sayint,Woredeb,S0304170492,POINT (38.669 10.8968),10.8968,38.669
Amhara,Debub Wollo,Mehal sayint,Lejego,S0304170062,POINT (38.5621 10.9475),10.9475,38.5621
Amhara,Debub Wollo,Mehal sayint,Zegujet,S0304170532,POINT (38.6672 10.9874),10.9874,38.6672
Amhara,Debub Wollo,Mehal sayint,Hrageba,S0304170642,POINT (38.7158 10.9381),10.9381,38.7158
Amhara,Debub Wollo,Mehal sayint,Cheleleka,S0304170022,POINT (38.7658 10.8916),10.8916,38.7658
Amhara,Debub Wollo,Mehal sayint,Lenguat,S0304170582,POINT (38.7176 10.9548),10.9548,38.7176
Amhara,Debub Wollo,Mehal sayint,Gert,S0304170032,POINT (38.7491 10.9341),10.9341,38.7491
Amhara,Debub Wollo,Mehal sayint,Dehit Warka,S0304170222,POINT (38.6065 10.8818),10.8818,38.6065
Amhara,Debub Wollo,Mehal sayint,Kotet,S0304170452,POINT (38.801 10.8994),10.8994,38.801
Amhara,Debub Wollo,Mehal sayint,Wolewol,S0304170272,POINT (38.6169 10.9619),10.9619,38.6169
Amhara,Debub Wollo,Mehal sayint,yetiware,S0304170632,POINT (38.7783 10.9585),10.9585,38.7783
Amhara,Debub Wollo,Mehal sayint,Goredabar,S0304170522,POINT (38.729 10.9167),10.9167,38.729
Amhara,Debub Wollo,Mehal sayint,Yeworza,S0304170292,POINT (38.7639 10.9791),10.9791,38.7639
Amhara,Debub Wollo,Mehal sayint,Her wuha,S0304170372,POINT (38.5822 10.9014),10.9014,38.5822
Amhara,Debub Wollo,Mehal sayint,Yekura,S0304170422,POINT (38.5742 10.8474),10.8474,38.5742
Amhara,Debub Wollo,Mehal sayint,Densa,S0304170173,POINT (38.6715 10.9249),10.9249,38.6715
Amhara,Debub Wollo,Tehulederie,Gobeya,S0304050052,POINT (39.7135 11.3067),11.3067,39.7135
Amhara,Debub Wollo,Tehulederie,Weledelulo,S0304050102,POINT (39.7088 11.2583),11.2583,39.7088
Amhara,Debub Wollo,Tehulederie,Hara Tehuledirie,S0304050062,POINT (39.752857 11.242889),11.242889,39.752857
Amhara,Debub Wollo,Tehulederie,Hardobo,S0304050182,POINT (39.746853 11.262396),11.262396,39.746853
Amhara,Debub Wollo,Tehulederie,Libanos,S0304050152,POINT (39.692284 11.318657),11.318657,39.692284
Amhara,Debub Wollo,Tehulederie,jari,S0304050612,POINT (39.66262 11.35621),11.35621,39.66262
Amhara,Debub Wollo,Tehulederie,Ayla,S0304050582,POINT (39.7025 11.4238),11.4238,39.7025
Amhara,Debub Wollo,Tehulederie,Muti Beleg,S0304050142,POINT (39.7292 11.3777),11.3777,39.7292
Amhara,Debub Wollo,Tehulederie,Kosero,S0304050172,POINT (39.7131 11.2096),11.2096,39.7131
Amhara,Debub Wollo,Tehulederie,Biruh Tesfa,S0304050592,POINT (39.6753 11.2993),11.2993,39.6753
Amhara,Debub Wollo,Tehulederie,Nibo kotu,S0304050092,POINT (39.6278 11.2667),11.2667,39.6278
Amhara,Debub Wollo,Tehulederie,Delmo,S0304050212,POINT (39.7539 11.2057),11.2057,39.7539
Amhara,Debub Wollo,Tehulederie,Addis Amba,S0304050242,POINT (39.68 11.4358),11.4358,39.68
Amhara,Debub Wollo,Tehulederie,Nole,S0304051302,POINT (39.6896 11.3744),11.3744,39.6896
Amhara,Debub Wollo,Tehulederie,Gedera mitiro,S0304050192,POINT (39.7402 11.1897),11.1897,39.7402
Amhara,Debub Wollo,Tehulederie,Faile Ameba,S0304051292,POINT (39.681988 11.221888),11.221888,39.681988
