index,random_starting_point,algorithm,ee,eei,proposed_locations,time,sigma
167,137,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",167.1710966,0.2
67,37,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",166.808665,0.2
47,17,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",164.7747488,0.2
217,187,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",167.702364,0.2
77,47,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",167.1092503,0.2
237,207,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",169.3694675,0.2
187,157,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",168.5119457,0.2
147,117,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",167.0904744,0.2
177,147,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",169.7554445,0.2
57,27,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",170.9995599,0.2
277,247,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",174.1972439,0.2
97,67,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",167.9445221,0.2
107,77,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",166.6760166,0.2
127,97,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",169.7903936,0.2
137,107,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",167.0918539,0.2
267,237,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",167.0361011,0.2
287,257,CMA,437286,2662,"[[8.89936799,36.72987462]
,[10.15135181,38.15101768]
,[11.80397536,38.22585133]
,[10.03266324,35.37443549]
,[11.25284139,35.73537808]]",168.5099754,0.2
12,12,Random Search,437276,2652,"[[10.9879969,36.80162214]
,[11.61558198,39.64426743]
,[9.73765226,38.53029912]
,[11.05846591,39.00448632]
,[12.14688997,38.05384041]]",88.39424968,NA
13,13,Random Search,437265,2641,"[[12.14907044,38.05633372]
,[10.84172154,37.67937041]
,[9.53351457,39.80787977]
,[9.52136552,38.26262718]
,[13.40082847,40.14277212]]",88.12962055,NA
4,4,Random Search,437252,2628,"[[12.83233967,36.6552849,]
,[10.96680969,38.69740546]
,[12.46168909,36.3306232,]
,[10.35089871,39.93647851]
,[11.79829373,37.6066035,]]",95.30036831,NA
15,15,Random Search,437243,2619,"[[12.47100831,38.30470558]
,[12.12887589,38.06025171]
,[10.14990356,39.2050267,]
,[12.42533053,35.33166519]
,[12.99413661,37.48426423]]",88.23384213,NA
19,19,Random Search,437199,2575,"[[9.68633095,38.93560592]
,[10.68583322,36.75919335]
,[11.80534656,37.61969231]
,[10.50207675,35.66744265]
,[9.25168011,39.39463686]]",89.89638019,NA
3,3,Random Search,437197,2573,"[[11.82871088,37.59955074]
,[10.20660476,38.25333754]
,[8.96406796,38.12305653]
,[9.30509749,36.57834198]
,[10.49308984,38.40642428]]",124.1004148,NA
11,11,Random Search,437158,2534,"[[12.13749439,38.05986218]
,[13.3285778,39.0571054,]
,[9.088608,35.39521665]
,[9.00420924,39.51133808]
,[10.83275497,38.17311383]]",88.59263349,NA
20,20,Random Search,437116,2492,"[[10.65458478,38.67859079]
,[10.87892386,37.68105311]
,[12.14849384,38.07034773]
,[12.72685494,37.7062741,]
,[11.13035627,40.0737658,]]",89.18017411,NA
32,2,CMA,437026,2402,"[[9.19982317,38.3801551,]
,[12.69031285,37.68797895]
,[9.6513243,38.71772418]
,[9.87455107,39.04655711]
,[12.76274079,38.91097113]]",52.34092426,0.1
74,44,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.66815305,0.14
224,194,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",86.12500501,0.14
124,94,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",86.98268938,0.14
54,24,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",84.87486911,0.14
184,154,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",86.06748152,0.14
64,34,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.08774519,0.14
284,254,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.87126541,0.14
214,184,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",86.03342032,0.14
234,204,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",87.28289747,0.14
114,84,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",84.87069845,0.14
194,164,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.52951479,0.14
44,14,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",84.14585018,0.14
204,174,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.562572,0.14
244,214,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.21182466,0.14
274,244,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",90.13965225,0.14
154,124,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.17645383,0.14
84,54,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.29660082,0.14
174,144,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.9767046,0.14
164,134,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.14923882,0.14
144,114,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.14420176,0.14
254,224,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",86.34695506,0.14
134,104,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.51017642,0.14
264,234,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.11995697,0.14
104,74,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.04733324,0.14
94,64,CMA,436967,2343,"[[12.9813708,39.8634354,]
,[9.61760595,38.66264624]
,[13.10827866,36.25051125]
,[10.92910577,37.22773883]
,[10.20768041,39.73306153]]",85.04540467,0.14
31,1,CMA,436713,2089,"[[12.48954765,39.34201059]
,[9.83192408,39.14055208]
,[11.17596645,37.42987253]
,[11.11212501,35.37103282]
,[13.39422162,35.61263717]]",31.84955263,0.05
256,226,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",144.5532711,0.18
206,176,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",143.8384159,0.18
266,236,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",143.0704749,0.18
276,246,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",150.5283003,0.18
286,256,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",144.1228232,0.18
56,26,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",146.3145306,0.18
216,186,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",143.9741511,0.18
46,16,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",141.2659221,0.18
246,216,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",143.9160817,0.18
226,196,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",143.2797484,0.18
236,206,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",145.663758,0.18
116,86,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",146.5311871,0.18
146,116,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",142.9402575,0.18
156,126,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",143.1495645,0.18
136,106,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",142.8990407,0.18
76,46,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",143.1768668,0.18
126,96,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",144.8196821,0.18
166,136,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",143.4813526,0.18
186,156,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",144.4019823,0.18
66,36,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",142.4961224,0.18
106,76,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",142.7513354,0.18
86,56,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",142.9585867,0.18
176,146,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",144.8618293,0.18
196,166,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",143.9227071,0.18
96,66,CMA,436656,2032,"[[10.75563646,39.95934388]
,[11.96660476,37.74366676]
,[13.76098991,38.37783205]
,[9.78637583,38.1944039,]
,[10.84547325,35.52135539]]",143.1565073,0.18
255,225,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",111.5384266,0.16
155,125,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.0037014,0.16
125,95,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",112.5304668,0.16
105,75,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",109.7030067,0.16
165,135,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.2568831,0.16
95,65,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.0224593,0.16
145,115,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.4204769,0.16
245,215,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.645277,0.16
265,235,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.3002951,0.16
275,245,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",117.1176457,0.16
235,205,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",112.7507076,0.16
175,145,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",111.4197366,0.16
85,55,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.1926026,0.16
75,45,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.4619501,0.16
135,105,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.8257551,0.16
185,155,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",111.1018136,0.16
115,85,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.7707255,0.16
65,35,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.4727387,0.16
45,15,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",108.9065368,0.16
195,165,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.6769228,0.16
205,175,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.7882419,0.16
215,185,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",111.2890184,0.16
55,25,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",111.4305789,0.16
225,195,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",110.7287891,0.16
285,255,CMA,436293,1669,"[[11.18382656,39.92925112]
,[13.56989145,35.46705273]
,[8.82948889,38.0691833,]
,[10.76736954,38.91147021]
,[13.18927082,36.91324783]]",111.2483547,0.16
36,6,CMA,436154,1530,"[[9.54730015,39.61705926]
,[10.51049733,37.40636428]
,[9.59231823,35.50477734]
,[11.82585993,40.05448436]
,[12.07341414,35.42702355]]",166.6685185,0.18
60,30,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.276428699,0.01
120,90,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.718183517,0.01
260,230,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.403692484,0.01
150,120,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.321365595,0.01
130,100,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.25508523,0.01
90,60,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.225712776,0.01
140,110,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.299066782,0.01
100,70,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.309333324,0.01
210,180,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.358247042,0.01
270,240,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.345117569,0.01
50,20,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.259049416,0.01
290,260,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",9.367666721,0.01
40,10,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.352205753,0.01
190,160,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.595059156,0.01
160,130,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.329577446,0.01
230,200,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.839719772,0.01
110,80,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.264168978,0.01
180,150,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.526949167,0.01
70,40,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.366473198,0.01
170,140,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.27151823,0.01
240,210,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.288757086,0.01
80,50,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.321187019,0.01
220,190,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.42525506,0.01
200,170,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.346516848,0.01
280,250,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.317621946,0.01
250,220,CMA,435813,1189,"[[9.33512482,36.6330524,]
,[10.35093918,37.35046638]
,[12.37033651,38.30887832]
,[11.00430957,36.69750039]
,[9.77215704,39.34172406]]",8.825537205,0.01
30,0,CMA,435383,759,"[[9.68753693,36.60872724]
,[11.83611019,36.6345568,]
,[10.93864938,39.22547092]
,[12.69340105,39.99627226]
,[12.6402708,39.60292184]]",5.169699907,0.01
131,101,CMA,434997,373,"[[12.53278366,39.7248394,]
,[8.97376536,35.50101406]
,[10.12387749,37.69950146]
,[12.45525672,39.92858658]
,[12.44862829,40.07337789]]",21.19507694,0.05
281,251,CMA,434997,373,"[[12.53278366,39.7248394,]
,[8.97376536,35.50101406]
,[10.12387749,37.69950146]
,[12.45525672,39.92858658]
,[12.44862829,40.07337789]]",21.02078819,0.05
291,261,CMA,434997,373,"[[12.53278366,39.7248394,]
,[8.97376536,35.50101406]
,[10.12387749,37.69950146]
,[12.45525672,39.92858658]
,[12.44862829,40.07337789]]",23.08244944,0.05
121,91,CMA,434997,373,"[[12.53278366,39.7248394,]
,[8.97376536,35.50101406]
,[10.12387749,37.69950146]
,[12.45525672,39.92858658]
,[12.44862829,40.07337789]]",21.65989661,0.05
111,81,CMA,434997,373,"[[12.53278366,39.7248394,]
,[8.97376536,35.50101406]
,[10.12387749,37.69950146]
,[12.45525672,39.92858658]
,[12.44862829,40.07337789]]",20.68267822,0.05
201,171,CMA,434997,373,"[[12.53278366,39.7248394,]
,[8.97376536,35.50101406]
,[10.12387749,37.69950146]
,[12.45525672,39.92858658]
,[12.44862829,40.07337789]]",21.02299786,0.05
101,71,CMA,434997,373,"[[12.53278366,39.7248394,]
,[8.97376536,35.50101406]
,[10.12387749,37.69950146]
,[12.45525672,39.92858658]
,[12.44862829,40.07337789]]",20.84204912,0.05
