index,random_starting_point,algorithm,ee,eei,proposed_locations,time,sigma
282,252,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",200.4793899,0.1
281,251,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",133.9745221,0.05
279,249,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",662.0464413,0.24
271,241,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",132.3553874,0.05
278,248,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",595.9075744,0.22
277,247,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",529.5656152,0.2
276,246,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",463.2868659,0.18
275,245,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",396.9687972,0.16
274,244,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",330.7544255,0.14
273,243,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",264.4823744,0.12
272,242,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",198.3606496,0.1
169,139,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",690.1824055,0.24
329,299,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",660.7048955,0.24
167,137,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",557.0789859,0.2
72,42,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",211.4114892,0.1
78,48,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",633.9316554,0.22
77,47,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",563.4363711,0.2
76,46,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",492.6747797,0.18
75,45,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",422.1078305,0.16
74,44,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",352.3176403,0.14
73,43,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",282.6415296,0.12
71,41,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",140.851789,0.05
63,33,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",285.7699575,0.12
70,40,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",70.12168455,0.01
69,39,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",708.3491118,0.24
68,38,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",637.743546,0.22
67,37,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",566.4629235,0.2
66,36,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",496.4184976,0.18
65,35,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",426.0376627,0.16
79,49,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",704.590055,0.24
80,50,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",70.2776258,0.01
81,51,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",140.5940621,0.05
82,52,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",209.9928253,0.1
83,53,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",280.9376419,0.12
84,54,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",351.0626321,0.14
85,55,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",421.6553614,0.16
166,136,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",487.2074504,0.18
87,57,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",562.0361955,0.2
88,58,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",634.3478553,0.22
89,59,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",708.3387809,0.24
90,60,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",72.94178295,0.01
91,61,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",146.4546247,0.05
92,62,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",219.5961254,0.1
93,63,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",291.2586436,0.12
94,64,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",362.7936583,0.14
95,65,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",432.4529681,0.16
64,34,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",355.6908576,0.14
62,32,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",214.5130048,0.1
97,67,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",730.5048234,0.2
37,7,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",571.0402117,0.2
43,13,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",288.7445433,0.12
42,12,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",214.0083473,0.1
41,11,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",143.1042876,0.05
40,10,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",71.64213419,0.01
39,9,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",712.8274662,0.24
38,8,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",641.9787226,0.22
36,6,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",500.4379406,0.18
61,31,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",142.6564744,0.05
35,5,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",429.3504763,0.16
34,4,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",358.2112415,0.14
33,3,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",287.6957781,0.12
32,2,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",215.9047995,0.1
31,1,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",143.9045892,0.05
30,0,CMA,442321,7697,"[12.06412195 39.60324721 12.34385728 38.15962804 13.69963494 38.03925778
 10.2672219  40.1610617   9.13440641 39.03198268]",72.02807379,0.01
44,14,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",364.4618306,0.14
45,15,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",433.3761446,0.16
46,16,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",500.7907009,0.18
47,17,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",568.5665507,0.2
48,18,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",637.7905271,0.22
49,19,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",708.5924177,0.24
50,20,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",69.98280478,0.01
51,21,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",140.1318045,0.05
52,22,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",210.4522438,0.1
53,23,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",281.1966136,0.12
54,24,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",352.6288755,0.14
55,25,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",423.3059976,0.16
56,26,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",515.8040092,0.18
57,27,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",587.7247424,0.2
58,28,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",659.0897968,0.22
59,29,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",731.4521201,0.24
60,30,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",70.61436057,0.01
96,66,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",566.2075865,0.18
86,56,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",491.6701744,0.18
98,68,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",900.2641354,0.22
141,111,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",321.6147187,0.05
147,117,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",1332.258449,0.2
146,116,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",1165.2913,0.18
145,115,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",990.0501699,0.16
144,114,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",824.8158257,0.14
99,69,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",1059.49228,0.24
142,112,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",482.3018951,0.1
140,110,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",161.6234481,0.01
132,102,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",543.5901182,0.1
139,109,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",1667.355608,0.24
138,108,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",1506.58145,0.22
137,107,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",1345.784809,0.2
136,106,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",1186.426359,0.18
135,105,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",1027.674372,0.16
134,104,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",868.0628786,0.14
148,118,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",1493.4423,0.22
149,119,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",1657.848655,0.24
150,120,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",161.1692991,0.01
151,121,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",376.1017444,0.05
152,122,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",593.6571822,0.1
153,123,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",827.9453399,0.12
154,124,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",1061.808224,0.14
155,125,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",1253.612834,0.16
156,126,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",1433.949267,0.18
157,127,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",1589.912885,0.2
158,128,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",1702.628954,0.22
159,129,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",1770.142667,0.24
160,130,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",70.64343739,0.01
161,131,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",139.1425529,0.05
162,132,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",206.4727516,0.1
163,133,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",280.3715377,0.12
164,134,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",350.6080079,0.14
133,103,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",707.160156,0.12
143,113,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",644.6320877,0.12
131,101,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",362.1032898,0.05
114,84,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",794.3483679,0.14
100,70,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",159.5253489,0.01
101,71,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",320.4826565,0.05
102,72,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",479.6939464,0.1
130,100,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",180.3222897,0.01
104,74,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",799.0629144,0.14
105,75,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",958.0231709,0.16
106,76,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",1117.212227,0.18
107,77,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",1277.125004,0.2
108,78,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",1436.702696,0.22
109,79,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",1596.269769,0.24
110,80,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",159.1122479,0.01
111,81,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",318.3343039,0.05
112,82,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",476.8599472,0.1
113,83,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",636.1208384,0.12
103,73,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",639.7057955,0.12
115,85,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",952.3708863,0.16
123,93,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",690.5837202,0.12
116,86,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",1111.867499,0.18
129,99,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",1722.923071,0.24
128,98,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",1549.904454,0.22
126,96,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",1206.266675,0.18
125,95,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",1034.54469,0.16
124,94,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",862.8774021,0.14
127,97,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",1377.559624,0.2
122,92,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",518.1507373,0.1
121,91,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",346.0102057,0.05
120,90,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",174.1055303,0.01
119,89,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",1613.734243,0.24
118,88,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",1440.241805,0.22
117,87,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",1270.591476,0.2
26,26,Random Search,442265,7641,"[[ 9.64898367 39.49337683]
 [11.8054568  36.15915314]
 [ 9.97388172 38.85502512]
 [10.80780909 35.608617  ]
 [ 9.44090292 37.99924468]]",135.9936707,NA
12,12,Random Search,442230,7606,"[[12.99748331 38.17369141]
 [ 9.92752632 39.34942427]
 [12.96461126 36.56425629]
 [10.60319714 39.13006265]
 [10.7887395  37.3724033 ]]",133.1957355,NA
28,28,Random Search,442080,7456,"[[10.31431115 37.01547992]
 [ 9.53622729 37.67626497]
 [ 9.3381777  37.87098325]
 [13.72324825 35.63056614]
 [11.78471457 36.29203902]]",139.2728045,NA
9,9,Random Search,441917,7293,"[[12.09316    37.83512698]
 [12.11263286 39.60632231]
 [ 9.96449336 38.295606  ]
 [ 9.75604553 37.6055153 ]
 [11.25270161 39.61206715]]",143.5348392,NA
16,16,Random Search,441830,7206,"[[12.04078676 39.64326564]
 [ 9.3166866  37.11609236]
 [12.78111653 37.7428299 ]
 [12.06751565 35.40256546]
 [11.86948308 36.11089247]]",131.4484501,NA
5,5,Random Search,441818,7194,"[[12.36666025 38.68786126]
 [13.33966425 38.64146819]
 [10.04727746 35.94825068]
 [11.58243788 37.62263396]
 [13.12846217 38.22239228]]",138.4314246,NA
