index,random_starting_point,algorithm,ee,eei,proposed_locations,time,sigma
223,193,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",305.9116044,0.12
222,192,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",227.2924013,0.1
221,191,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",147.48385,0.05
165,135,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",418.7468843,0.16
228,198,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",660.4696972,0.22
218,188,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",597.9919851,0.22
217,187,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",531.0326388,0.2
216,186,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",463.926095,0.18
215,185,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",397.3148973,0.16
214,184,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",331.0524733,0.14
213,183,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",264.8063624,0.12
212,182,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",198.4591939,0.1
211,181,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",132.2936754,0.05
210,180,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.12453103,0.01
219,189,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",665.2905731,0.24
230,200,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.19959307,0.01
229,199,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",726.7213302,0.24
239,209,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",663.5281169,0.24
246,216,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",464.3263748,0.18
245,215,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",397.9559004,0.16
244,214,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",331.8446462,0.14
243,213,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",265.1050043,0.12
242,212,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",198.7422335,0.1
241,211,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",132.4667714,0.05
240,210,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.21571136,0.01
238,208,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",597.5166874,0.22
208,178,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",596.0052581,0.22
237,207,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",531.0940096,0.2
236,206,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",464.4845436,0.18
235,205,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",398.0138628,0.16
234,204,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",331.8776693,0.14
233,203,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",265.4978168,0.12
232,202,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",199.3422911,0.1
231,201,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",132.4660332,0.05
209,179,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",662.0497508,0.24
205,175,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",397.3490915,0.16
207,177,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",529.7341049,0.2
178,148,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",598.1610551,0.22
185,155,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",397.2249308,0.16
184,154,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",330.9430592,0.14
183,153,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",264.7705784,0.12
182,152,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",198.7038352,0.1
181,151,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",132.5739903,0.05
180,150,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.23458123,0.01
179,149,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",664.4164281,0.24
177,147,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",532.0266283,0.2
187,157,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",529.895895,0.2
176,146,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",465.8262954,0.18
175,145,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",399.6208811,0.16
174,144,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",332.8861012,0.14
173,143,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",266.8363276,0.12
172,142,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",200.6162946,0.1
171,141,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",134.2492645,0.05
170,140,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.79649997,0.01
186,156,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",463.5561304,0.18
188,158,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",596.1969502,0.22
206,176,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",463.5101709,0.18
198,168,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",596.995033,0.22
248,218,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",597.0121984,0.22
204,174,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",331.3638587,0.14
203,173,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",265.170037,0.12
202,172,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",198.9789226,0.1
201,171,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",132.4308014,0.05
200,170,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.27711248,0.01
199,169,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",663.1858861,0.24
197,167,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",530.7368999,0.2
189,159,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",662.7397261,0.24
196,166,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",464.5226724,0.18
195,165,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",398.3970113,0.16
194,164,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",332.1235514,0.14
193,163,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",265.7998168,0.12
192,162,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",199.6296005,0.1
191,161,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",133.1770387,0.05
190,160,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.81228375,0.01
247,217,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",530.8192651,0.2
251,221,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",132.904207,0.05
249,219,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",663.1031616,0.24
290,260,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",76.37935996,0.01
308,278,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",596.4668367,0.22
307,277,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",530.3069963,0.2
306,276,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",464.0901525,0.18
305,275,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",397.9905667,0.16
304,274,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",331.7733412,0.14
303,273,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",265.0042703,0.12
302,272,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",198.8761737,0.1
301,271,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",132.5696681,0.05
300,270,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.32858443,0.01
299,269,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",739.5097368,0.24
298,268,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",673.2629743,0.22
297,267,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",607.0775654,0.2
296,266,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",541.1072481,0.18
295,265,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",474.967561,0.16
294,264,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",409.0190172,0.14
293,263,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",342.4434428,0.12
292,262,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",275.610038,0.1
309,279,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",662.6718521,0.24
310,280,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.06933856,0.01
311,281,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",132.2795105,0.05
321,291,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",132.5892901,0.05
328,298,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",594.575624,0.22
327,297,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",528.493696,0.2
326,296,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",462.2727141,0.18
325,295,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",396.1779945,0.16
324,294,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",330.0616176,0.14
323,293,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",264.3938358,0.12
322,292,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",198.7292609,0.1
320,290,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.28597403,0.01
312,282,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",198.6522319,0.1
319,289,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",662.0131576,0.24
318,288,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",595.8963757,0.22
317,287,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",529.6756942,0.2
316,286,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",463.5126834,0.18
315,285,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",397.2525575,0.16
314,284,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",331.1921294,0.14
313,283,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",264.7658918,0.12
291,261,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",179.8537104,0.05
289,259,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",663.6937621,0.24
250,220,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.68667197,0.01
288,258,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",597.6446846,0.22
267,237,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",529.5154951,0.2
266,236,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",463.0507948,0.18
265,235,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",396.8633182,0.16
264,234,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",330.7374175,0.14
263,233,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",264.2478189,0.12
262,232,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",198.2438414,0.1
261,231,CMA,442321,7697,"[ 9.91490879 35.47158285 12.49296796 36.7593983  12.51876826 36.83273608
 12.24012174 38.50102755 12.80411496 38.98122897]",132.1915181,0.05
260,230,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.01898122,0.01
259,229,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",662.4176524,0.24
258,228,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",596.2451713,0.22
257,227,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",530.103682,0.2
256,226,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",464.0255017,0.18
255,225,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",397.6906312,0.16
254,224,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",331.4913118,0.14
253,223,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",265.2054362,0.12
252,222,CMA,442321,7697,"[ 9.98948966 35.46168117 12.63775647 36.71069467 12.44589386 36.76992487
 12.20103845 38.4053027  12.8507234  39.00749875]",199.1390841,0.1
168,138,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",623.6523535,0.22
268,238,CMA,442321,7697,"[10.16848375 35.43889033 12.98524888 36.59708913 12.27099529 36.62440387
 12.10723855 38.16493568 12.96258365 39.06939045]",596.079874,0.22
269,239,CMA,442321,7697,"[10.1983161  35.43522543 13.04305028 36.57860551 12.24184553 36.60086765
 12.09160523 38.12351304 12.98122703 39.07954709]",662.9409175,0.24
270,240,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.30395341,0.01
280,250,CMA,442321,7697,"[ 9.85524409 35.47967594 12.37713715 36.7989406  12.57706779 36.88390725
 12.27138837 38.575732   12.76682821 38.96000917]",66.23008633,0.01
287,257,CMA,442321,7697,"[10.1386514  35.44259339 12.92733348 36.6157015  12.30014506 36.64814503
 12.12287186 38.20603875 12.94394028 39.05918848]",531.3579915,0.2
286,256,CMA,442321,7697,"[10.10881905 35.44633462 12.86941808 36.63444263 12.32929482 36.67209113
 12.13850518 38.24672506 12.9252969  39.04894118]",465.3417518,0.18
285,255,CMA,442321,7697,"[10.0789867  35.45011401 12.81150268 36.65331251 12.35844458 36.69624216
 12.1541385  38.28699461 12.90665353 39.03864856]",399.0832632,0.16
284,254,CMA,442321,7697,"[10.04915435 35.45393156 12.75358727 36.67231114 12.38759434 36.72059813
 12.16977181 38.3268474  12.88801015 39.02831062]",332.8522561,0.14
283,253,CMA,442321,7697,"[10.019322   35.45778729 12.69567187 36.69143853 12.4167441  36.74515903
 12.18540513 38.36628343 12.86936678 39.01792735]",266.7033813,0.12
