index,random_starting_point,algorithm,ee,eei,proposed_locations,time,sigma
57,57,CMA,165509,2811,"[[ 7.71715381 38.79256978]
 [ 6.71624222 37.75886975]
 [ 8.43043059 38.54973892]
 [ 7.81741735 36.20786682]
 [ 7.43852161 37.61535295]]",49.48049164,1
66,66,CMA,165509,2811,"[[ 7.71715381 38.79256978]
 [ 6.71624222 37.75886975]
 [ 8.43043059 38.54973892]
 [ 7.81741735 36.20786682]
 [ 7.43852161 37.61535295]]",48.8940208,1
12,12,CMA,165509,2811,"[[ 7.71715381 38.79256978]
 [ 6.71624222 37.75886975]
 [ 8.43043059 38.54973892]
 [ 7.81741735 36.20786682]
 [ 7.43852161 37.61535295]]",49.49047089,1
48,48,CMA,165509,2811,"[[ 7.71715381 38.79256978]
 [ 6.71624222 37.75886975]
 [ 8.43043059 38.54973892]
 [ 7.81741735 36.20786682]
 [ 7.43852161 37.61535295]]",50.06274557,1
21,21,CMA,165509,2811,"[[ 7.71715381 38.79256978]
 [ 6.71624222 37.75886975]
 [ 8.43043059 38.54973892]
 [ 7.81741735 36.20786682]
 [ 7.43852161 37.61535295]]",50.00514245,1
39,39,CMA,165509,2811,"[[ 7.71715381 38.79256978]
 [ 6.71624222 37.75886975]
 [ 8.43043059 38.54973892]
 [ 7.81741735 36.20786682]
 [ 7.43852161 37.61535295]]",47.91312361,1
30,30,CMA,165509,2811,"[[ 7.71715381 38.79256978]
 [ 6.71624222 37.75886975]
 [ 8.43043059 38.54973892]
 [ 7.81741735 36.20786682]
 [ 7.43852161 37.61535295]]",48.67105722,1
75,75,CMA,165509,2811,"[[ 7.71715381 38.79256978]
 [ 6.71624222 37.75886975]
 [ 8.43043059 38.54973892]
 [ 7.81741735 36.20786682]
 [ 7.43852161 37.61535295]]",49.74989772,1
68,68,CMA,165477,2779,"[[ 4.73844298 37.05421713]
 [ 8.31288056 38.5367312 ]
 [ 6.59163754 38.76352819]
 [ 8.4115595  38.6033336 ]
 [ 6.20487364 38.40769911]]",78.84187698,2
32,32,CMA,165477,2779,"[[ 4.73844298 37.05421713]
 [ 8.31288056 38.5367312 ]
 [ 6.59163754 38.76352819]
 [ 8.4115595  38.6033336 ]
 [ 6.20487364 38.40769911]]",79.3983252,2
23,23,CMA,165477,2779,"[[ 4.73844298 37.05421713]
 [ 8.31288056 38.5367312 ]
 [ 6.59163754 38.76352819]
 [ 8.4115595  38.6033336 ]
 [ 6.20487364 38.40769911]]",81.1488719,2
77,77,CMA,165477,2779,"[[ 4.73844298 37.05421713]
 [ 8.31288056 38.5367312 ]
 [ 6.59163754 38.76352819]
 [ 8.4115595  38.6033336 ]
 [ 6.20487364 38.40769911]]",81.13341594,2
59,59,CMA,165477,2779,"[[ 4.73844298 37.05421713]
 [ 8.31288056 38.5367312 ]
 [ 6.59163754 38.76352819]
 [ 8.4115595  38.6033336 ]
 [ 6.20487364 38.40769911]]",80.55646539,2
86,86,CMA,165477,2779,"[[ 4.73844298 37.05421713]
 [ 8.31288056 38.5367312 ]
 [ 6.59163754 38.76352819]
 [ 8.4115595  38.6033336 ]
 [ 6.20487364 38.40769911]]",81.05020189,2
14,14,CMA,165477,2779,"[[ 4.73844298 37.05421713]
 [ 8.31288056 38.5367312 ]
 [ 6.59163754 38.76352819]
 [ 8.4115595  38.6033336 ]
 [ 6.20487364 38.40769911]]",92.0049088,2
41,41,CMA,165477,2779,"[[ 4.73844298 37.05421713]
 [ 8.31288056 38.5367312 ]
 [ 6.59163754 38.76352819]
 [ 8.4115595  38.6033336 ]
 [ 6.20487364 38.40769911]]",79.47795844,2
50,50,CMA,165477,2779,"[[ 4.73844298 37.05421713]
 [ 8.31288056 38.5367312 ]
 [ 6.59163754 38.76352819]
 [ 8.4115595  38.6033336 ]
 [ 6.20487364 38.40769911]]",81.15359569,2
55,55,CMA,165399,2701,"[[ 6.59167144 38.76356862]
 [ 8.4114676  38.60325135]
 [ 8.0340453  38.51725521]
 [ 6.0405638  36.37980354]
 [ 6.14488966 34.9013906 ]]",12.48918414,0.5
37,37,CMA,165399,2701,"[[ 6.59167144 38.76356862]
 [ 8.4114676  38.60325135]
 [ 8.0340453  38.51725521]
 [ 6.0405638  36.37980354]
 [ 6.14488966 34.9013906 ]]",12.2558198,0.5
73,73,CMA,165399,2701,"[[ 6.59167144 38.76356862]
 [ 8.4114676  38.60325135]
 [ 8.0340453  38.51725521]
 [ 6.0405638  36.37980354]
 [ 6.14488966 34.9013906 ]]",12.30190945,0.5
28,28,CMA,165399,2701,"[[ 6.59167144 38.76356862]
 [ 8.4114676  38.60325135]
 [ 8.0340453  38.51725521]
 [ 6.0405638  36.37980354]
 [ 6.14488966 34.9013906 ]]",12.21528411,0.5
10,10,CMA,165399,2701,"[[ 6.59167144 38.76356862]
 [ 8.4114676  38.60325135]
 [ 8.0340453  38.51725521]
 [ 6.0405638  36.37980354]
 [ 6.14488966 34.9013906 ]]",12.21937776,0.5
64,64,CMA,165399,2701,"[[ 6.59167144 38.76356862]
 [ 8.4114676  38.60325135]
 [ 8.0340453  38.51725521]
 [ 6.0405638  36.37980354]
 [ 6.14488966 34.9013906 ]]",12.3805635,0.5
82,82,CMA,165399,2701,"[[ 6.59167144 38.76356862]
 [ 8.4114676  38.60325135]
 [ 8.0340453  38.51725521]
 [ 6.0405638  36.37980354]
 [ 6.14488966 34.9013906 ]]",12.48235416,0.5
19,19,CMA,165399,2701,"[[ 6.59167144 38.76356862]
 [ 8.4114676  38.60325135]
 [ 8.0340453  38.51725521]
 [ 6.0405638  36.37980354]
 [ 6.14488966 34.9013906 ]]",12.11679077,0.5
46,46,CMA,165399,2701,"[[ 6.59167144 38.76356862]
 [ 8.4114676  38.60325135]
 [ 8.0340453  38.51725521]
 [ 6.0405638  36.37980354]
 [ 6.14488966 34.9013906 ]]",12.37322903,0.5
2,2,CMA,164831,2133,"[[ 6.58507676 39.04321355]
 [ 8.24593507 35.91081373]
 [ 7.17240039 35.6295211 ]
 [ 5.20862082 36.63965432]
 [ 6.591644   38.76371447]]",47.94505095,0.8
71,71,CMA,164745,2047,"[[ 6.85439958 36.60644584]
 [ 5.33141362 39.0988522 ]
 [ 6.75232803 37.32979926]
 [ 7.43895077 38.06595034]
 [ 8.38614139 37.25259284]]",154.0862322,3.5
53,53,CMA,164745,2047,"[[ 6.85439958 36.60644584]
 [ 5.33141362 39.0988522 ]
 [ 6.75232803 37.32979926]
 [ 7.43895077 38.06595034]
 [ 8.38614139 37.25259284]]",154.3154986,3.5
62,62,CMA,164745,2047,"[[ 6.85439958 36.60644584]
 [ 5.33141362 39.0988522 ]
 [ 6.75232803 37.32979926]
 [ 7.43895077 38.06595034]
 [ 8.38614139 37.25259284]]",154.7731469,3.5
17,17,CMA,164745,2047,"[[ 6.85439958 36.60644584]
 [ 5.33141362 39.0988522 ]
 [ 6.75232803 37.32979926]
 [ 7.43895077 38.06595034]
 [ 8.38614139 37.25259284]]",186.9636271,3.5
44,44,CMA,164745,2047,"[[ 6.85439958 36.60644584]
 [ 5.33141362 39.0988522 ]
 [ 6.75232803 37.32979926]
 [ 7.43895077 38.06595034]
 [ 8.38614139 37.25259284]]",154.6873314,3.5
80,80,CMA,164745,2047,"[[ 6.85439958 36.60644584]
 [ 5.33141362 39.0988522 ]
 [ 6.75232803 37.32979926]
 [ 7.43895077 38.06595034]
 [ 8.38614139 37.25259284]]",153.2730148,3.5
35,35,CMA,164745,2047,"[[ 6.85439958 36.60644584]
 [ 5.33141362 39.0988522 ]
 [ 6.75232803 37.32979926]
 [ 7.43895077 38.06595034]
 [ 8.38614139 37.25259284]]",152.9401369,3.5
26,26,CMA,164745,2047,"[[ 6.85439958 36.60644584]
 [ 5.33141362 39.0988522 ]
 [ 6.75232803 37.32979926]
 [ 7.43895077 38.06595034]
 [ 8.38614139 37.25259284]]",154.0617836,3.5
89,89,CMA,164745,2047,"[[ 6.85439958 36.60644584]
 [ 5.33141362 39.0988522 ]
 [ 6.75232803 37.32979926]
 [ 7.43895077 38.06595034]
 [ 8.38614139 37.25259284]]",158.6187494,3.5
1,1,CMA,164704,2006,"[[ 8.45044964 34.94052579]
 [ 6.59058758 38.76334104]
 [ 7.07057049 36.16472395]
 [ 8.31673899 38.53562594]
 [ 4.89613205 39.05945867]]",31.4664948,0.5
4,4,CMA,164700,2002,"[[ 5.19786782 38.92859631]
 [ 6.59161401 38.7636811 ]
 [ 4.69012306 35.19587308]
 [ 8.34106953 38.55528945]
 [ 6.56820898 35.03904843]]",88.08063507,1.5
0,0,CMA,164264,1566,"[[ 6.58429452 38.81073156]
 [ 7.3741817  35.60467673]
 [ 5.93192193 35.6532033 ]
 [ 6.46100024 38.63951378]
 [ 5.53524317 37.74886745]]",13.9611001,0.01
81,81,CMA,162698,0,"[[ 5.04578238 36.61799105]
 [ 4.92598687 36.14205284]
 [ 5.94611438 35.23583923]
 [ 6.399964   35.2939555 ]
 [ 6.45713373 36.20748379]]",0.066022396,0.01
72,72,CMA,162698,0,"[[ 5.04578238 36.61799105]
 [ 4.92598687 36.14205284]
 [ 5.94611438 35.23583923]
 [ 6.399964   35.2939555 ]
 [ 6.45713373 36.20748379]]",0.054999352,0.01
63,63,CMA,162698,0,"[[ 5.04578238 36.61799105]
 [ 4.92598687 36.14205284]
 [ 5.94611438 35.23583923]
 [ 6.399964   35.2939555 ]
 [ 6.45713373 36.20748379]]",0.0589993,0.01
54,54,CMA,162698,0,"[[ 5.04578238 36.61799105]
 [ 4.92598687 36.14205284]
 [ 5.94611438 35.23583923]
 [ 6.399964   35.2939555 ]
 [ 6.45713373 36.20748379]]",0.088244915,0.01
36,36,CMA,162698,0,"[[ 5.04578238 36.61799105]
 [ 4.92598687 36.14205284]
 [ 5.94611438 35.23583923]
 [ 6.399964   35.2939555 ]
 [ 6.45713373 36.20748379]]",0.058864117,0.01
27,27,CMA,162698,0,"[[ 5.04578238 36.61799105]
 [ 4.92598687 36.14205284]
 [ 5.94611438 35.23583923]
 [ 6.399964   35.2939555 ]
 [ 6.45713373 36.20748379]]",0.064496517,0.01
18,18,CMA,162698,0,"[[ 5.04578238 36.61799105]
 [ 4.92598687 36.14205284]
 [ 5.94611438 35.23583923]
 [ 6.399964   35.2939555 ]
 [ 6.45713373 36.20748379]]",0.060072422,0.01
9,9,CMA,162698,0,"[[ 5.60706028 36.97665974]
 [ 6.6106113  37.31348094]
 [ 7.4569025  35.83230779]
 [ 5.72470384 35.20144297]
 [ 5.88665068 36.31938416]]",0.064074516,0.01
45,45,CMA,162698,0,"[[ 5.04578238 36.61799105]
 [ 4.92598687 36.14205284]
 [ 5.94611438 35.23583923]
 [ 6.399964   35.2939555 ]
 [ 6.45713373 36.20748379]]",0.056402445,0.01
